Country,Latitude,Longitude,CAT,Category,ACT,Activity,UNIT,Unit,VAR,Variable,SRC,Source,TIME,Time,Value,Flag Codes,Flags
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR429FIN,"Meat, fish and eggs in discarded foodstuffs",SOURCE47,J.M.KATAJAJUURI et.al,2010,2010,7,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR430FIN,Milk in discarded foodstuffs,SOURCE47,J.M.KATAJAJUURI et.al,2010,2010,17,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR289FIN,Food Waste - Kitchen biowaste,SOURCE82,Tarvainen,2009,2009,17,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR237FIN,Food Waste - Bones (Forssa region),SOURCE87,VALORGAS,2011,2011,0.5,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR240FIN,Food Waste - Bread/Bakery (Forssa region),SOURCE87,VALORGAS,2011,2011,3.8,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR245FIN,Food Waste - Condiments (Forssa region),SOURCE87,VALORGAS,2011,2011,0,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR248FIN,Food Waste - Confectionary snacks (Forssa region),SOURCE87,VALORGAS,2011,2011,0.3,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR251FIN,Food Waste - Dairy (Forssa region),SOURCE87,VALORGAS,2011,2011,0.8,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR256FIN,Food Waste - Desserts (Forssa region),SOURCE87,VALORGAS,2011,2011,2.9,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR260FIN,Food Waste - Drinks (Forssa region),SOURCE87,VALORGAS,2011,2011,27.5,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR265FIN,Food Waste - Egg (Forssa region),SOURCE87,VALORGAS,2011,2011,1.4,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR283FIN,Food Waste - Fruit and Vegetable waste (Forssa region),SOURCE87,VALORGAS,2011,2011,44.8,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR300FIN,Food Waste - Meat and Fish waste (Forssa region),SOURCE87,VALORGAS,2011,2011,3.8,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR304FIN,Food Waste - Mixed Meals (Forssa region),SOURCE87,VALORGAS,2011,2011,6.3,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR318FIN,Food Waste - Other food (Forssa region),SOURCE87,VALORGAS,2011,2011,8,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR324FIN,Food Waste - Pasta/rice/flour/cereal (Forssa region),SOURCE87,VALORGAS,2011,2011,0.4,,
Finland,61.9241,25.7482,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,168474,,
Finland,61.9241,25.7482,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,64874,,
Finland,61.9241,25.7482,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,95102,,
Finland,61.9241,25.7482,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,178600,,
Finland,61.9241,25.7482,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,168474,,
Finland,61.9241,25.7482,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2006,2006,80399,,
Finland,61.9241,25.7482,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,31,,
Finland,61.9241,25.7482,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,12,,
Finland,61.9241,25.7482,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,18,,
Finland,61.9241,25.7482,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,34,,
Finland,61.9241,25.7482,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,31,,
Finland,61.9241,25.7482,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2006,2006,15,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR266,Food Waste - Eggs,SOURCE31,FAO - Food balance sheets 2009,2009,2009,1000,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR287,Food Waste - Fruits - Excluding Wine,SOURCE31,FAO - Food balance sheets 2009,2009,2009,10000,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR358,Food Waste - Vegetables,SOURCE31,FAO - Food balance sheets 2009,2009,2009,26000,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,256215,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,428539,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,590442,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,446504,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,518770,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2004,2004,241650,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2006,2006,256884,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2008,2008,144287,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR521,Vegetal waste,SOURCE30,EUROSTAT,2010,2010,262555,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,48,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,82,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,112,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,84,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,97,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2004,2004,46,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2006,2006,49,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2008,2008,27,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR521,Vegetal waste,SOURCE30,EUROSTAT,2010,2010,49,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,57912,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,109728,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,5767,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,159087,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR10,Animal waste,SOURCE30,EUROSTAT,2010,2010,141398,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2006,2006,92763,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR517,Vegetable waste,SOURCE30,EUROSTAT,2010,2010,17689,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,11,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,21,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,1,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,30,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR10,Animal waste,SOURCE30,EUROSTAT,2010,2010,26,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2006,2006,18,,
Finland,61.9241,25.7482,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR517,Vegetable waste,SOURCE30,EUROSTAT,2010,2010,3,,
France,46.2276,2.2137,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,470900,,
France,46.2276,2.2137,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,470900,,
France,46.2276,2.2137,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,485400,,
France,46.2276,2.2137,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,465900,,
France,46.2276,2.2137,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR10,Animal waste,SOURCE30,EUROSTAT,2010,2010,462100,,
France,46.2276,2.2137,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2004,2004,438300,,
France,46.2276,2.2137,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2006,2006,438300,,
France,46.2276,2.2137,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2008,2008,451100,,
France,46.2276,2.2137,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR517,Vegetable waste,SOURCE30,EUROSTAT,2010,2010,3800,,
France,46.2276,2.2137,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,8,,
France,46.2276,2.2137,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,7,,
France,46.2276,2.2137,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,8,,
France,46.2276,2.2137,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,7,,
France,46.2276,2.2137,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR10,Animal waste,SOURCE30,EUROSTAT,2010,2010,7,,
France,46.2276,2.2137,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2004,2004,7,,
France,46.2276,2.2137,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2006,2006,7,,
France,46.2276,2.2137,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2008,2008,7,,
France,46.2276,2.2137,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR485FRA,Total food waste,SOURCE2,ADEME,2007,2007,20,,
France,46.2276,2.2137,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR274FRA,Food Waste - Food still in packaging,SOURCE2,ADEME,2007,2007,7,,
France,46.2276,2.2137,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,2619000,,
France,46.2276,2.2137,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,2973800,,
France,46.2276,2.2137,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,3364000,,
France,46.2276,2.2137,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,3771278,,
France,46.2276,2.2137,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR521,Vegetal waste,SOURCE30,EUROSTAT,2010,2010,3771278,,
France,46.2276,2.2137,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,42,,
France,46.2276,2.2137,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,47,,
France,46.2276,2.2137,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,52,,
France,46.2276,2.2137,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,58,,
France,46.2276,2.2137,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR521,Vegetal waste,SOURCE30,EUROSTAT,2010,2010,58,,
France,46.2276,2.2137,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR225,Food Waste - Alcoholic Beverages,SOURCE31,FAO - Food balance sheets 2009,2009,2009,50000,,
France,46.2276,2.2137,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR243,Food Waste - Cereals - Excluding Beer,SOURCE31,FAO - Food balance sheets 2009,2009,2009,636000,,
France,46.2276,2.2137,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR266,Food Waste - Eggs,SOURCE31,FAO - Food balance sheets 2009,2009,2009,9000,,
France,46.2276,2.2137,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR287,Food Waste - Fruits - Excluding Wine,SOURCE31,FAO - Food balance sheets 2009,2009,2009,511000,,
France,46.2276,2.2137,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR301,Food Waste - Milk - Excluding Butter,SOURCE31,FAO - Food balance sheets 2009,2009,2009,34000,,
France,46.2276,2.2137,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR316,Food Waste - Oilcrops,SOURCE31,FAO - Food balance sheets 2009,2009,2009,61000,,
France,46.2276,2.2137,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR335,Food Waste - Pulses,SOURCE31,FAO - Food balance sheets 2009,2009,2009,3000,,
France,46.2276,2.2137,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR347,Food Waste - Starchy Roots,SOURCE31,FAO - Food balance sheets 2009,2009,2009,1584000,,
France,46.2276,2.2137,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR355,Food Waste - Treenuts,SOURCE31,FAO - Food balance sheets 2009,2009,2009,1000,,
France,46.2276,2.2137,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR358,Food Waste - Vegetables,SOURCE31,FAO - Food balance sheets 2009,2009,2009,898000,,
France,46.2276,2.2137,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,1476850,,
